0	4.2244876e-08
1.9530254e-08	4.3171565e-08
3.9060508e-08	4.3133795e-08
5.8590762e-08	4.4202728e-08
7.8121016e-08	4.6995583e-08
9.7651269e-08	5.1875923e-08
1.1718152e-07	6.0337479e-08
1.3671178e-07	7.0497057e-08
1.5624203e-07	8.1055099e-08
1.7577229e-07	9.009073e-08
1.9530254e-07	9.9042851e-08
2.1483279e-07	1.0696729e-07
2.3436305e-07	1.119426e-07
2.538933e-07	1.1511471e-07
2.7342355e-07	1.1692147e-07
2.9295381e-07	1.1738973e-07
3.1248406e-07	1.1817053e-07
3.3201432e-07	1.1960733e-07
3.5154457e-07	1.217554e-07
3.7107482e-07	1.2138435e-07
3.9060508e-07	1.2045353e-07
4.1013533e-07	1.1927919e-07
4.2966559e-07	1.2084152e-07
4.4919584e-07	1.2118279e-07
4.6872609e-07	1.1868876e-07
4.8825635e-07	1.1057389e-07
5.077866e-07	1.0587845e-07
5.2731686e-07	1.0077409e-07
5.4684711e-07	9.4854295e-08
5.6637736e-07	9.0210295e-08
5.8590762e-07	8.5963762e-08
6.0543787e-07	8.1669576e-08
6.2496812e-07	7.4231007e-08
6.4449838e-07	6.7139974e-08
6.6402863e-07	5.9728359e-08
6.8355889e-07	5.1174979e-08
7.0308914e-07	4.6289701e-08
7.2261939e-07	4.4649112e-08
7.4214965e-07	4.6358976e-08
7.616799e-07	4.7728252e-08
7.8121016e-07	4.7873379e-08
8.0074041e-07	4.5841707e-08
8.2027066e-07	4.5090884e-08
8.3980092e-07	4.9081956e-08
8.5933117e-07	5.9877318e-08
8.7886143e-07	7.1123651e-08
8.9839168e-07	7.8454544e-08
9.1792193e-07	8.3860899e-08
9.3745219e-07	8.7416881e-08
9.5698244e-07	8.9142772e-08
9.7651269e-07	8.909056e-08
9.9604295e-07	8.7826498e-08
1.0155732e-06	9.1804337e-08
1.0351035e-06	1.0035219e-07
1.0546337e-06	1.0958554e-07
1.074164e-06	1.1293853e-07
1.0936942e-06	1.1637845e-07
1.1132245e-06	1.197848e-07
1.1327547e-06	1.2458955e-07
1.152285e-06	1.260187e-07
1.1718152e-06	1.2653512e-07
1.1913455e-06	1.2707754e-07
1.2108757e-06	1.2841386e-07
1.230406e-06	1.2858467e-07
1.2499362e-06	1.2834646e-07
1.2694665e-06	1.2635571e-07
1.2889968e-06	1.2566036e-07
1.308527e-06	1.2451957e-07
1.3280573e-06	1.2222242e-07
1.3475875e-06	1.1622879e-07
1.3671178e-06	1.0807259e-07
1.386648e-06	9.7974393e-08
1.4061783e-06	8.8283173e-08
1.4257085e-06	8.1834745e-08
1.4452388e-06	7.7736318e-08
1.464769e-06	7.2219002e-08
1.4842993e-06	6.3294744e-08
1.5038296e-06	5.5296795e-08
1.5233598e-06	5.2037904e-08
1.5428901e-06	4.771528e-08
1.5624203e-06	4.3994975e-08
1.5819506e-06	4.1946508e-08
1.6014808e-06	4.1277664e-08
1.6210111e-06	4.2139913e-08
1.6405413e-06	4.5035717e-08
1.6600716e-06	4.5147151e-08
1.6796018e-06	4.567696e-08
1.6991321e-06	4.6004542e-08
1.7186623e-06	4.7354855e-08
1.7381926e-06	5.0252954e-08
1.7577229e-06	5.5754684e-08
1.7772531e-06	6.4796276e-08
1.7967834e-06	7.377187e-08
1.8163136e-06	8.3794641e-08
1.8358439e-06	9.5867725e-08
1.8553741e-06	1.0042822e-07
1.8749044e-06	1.0632871e-07
1.8944346e-06	1.1238262e-07
1.9139649e-06	1.1632105e-07
1.9334951e-06	1.191783e-07
1.9530254e-06	1.2030352e-07
1.9725556e-06	1.2175729e-07
1.9920859e-06	1.2254855e-07
2.0116162e-06	1.226733e-07
2.0311464e-06	1.213444e-07
2.0506767e-06	1.2414533e-07
2.0702069e-06	1.2600634e-07
2.0897372e-06	1.2654078e-07
2.1092674e-06	1.2697348e-07
2.1287977e-06	1.2400594e-07
2.1483279e-06	1.1875648e-07
2.1678582e-06	1.1513209e-07
2.1873884e-06	1.1209307e-07
2.2069187e-06	1.0709491e-07
2.2264489e-06	9.7162365e-08
2.2459792e-06	8.8610868e-08
2.2655095e-06	8.1403415e-08
2.2850397e-06	7.5788379e-08
2.30457e-06	6.7462548e-08
2.3241002e-06	5.9597731e-08
2.3436305e-06	5.2361918e-08
2.3631607e-06	4.7714538e-08
2.382691e-06	4.5047314e-08
2.4022212e-06	4.5025355e-08
2.4217515e-06	4.9597616e-08
2.4412817e-06	5.0322387e-08
2.460812e-06	4.8360513e-08
2.4803422e-06	4.3186887e-08
2.4998725e-06	4.3006169e-08
2.5194028e-06	4.4369046e-08
2.538933e-06	4.9462998e-08
2.5584633e-06	5.645086e-08
2.5779935e-06	6.2386808e-08
2.5975238e-06	6.8474762e-08
2.617054e-06	7.492339e-08
2.6365843e-06	7.7983686e-08
2.6561145e-06	8.0665713e-08
2.6756448e-06	8.689002e-08
2.695175e-06	9.1709112e-08
2.7147053e-06	9.5423618e-08
2.7342355e-06	9.7474622e-08
2.7537658e-06	1.0040819e-07
2.7732961e-06	1.0468113e-07
2.7928263e-06	1.0987095e-07
2.8123566e-06	1.1663762e-07
2.8318868e-06	1.1913836e-07
2.8514171e-06	1.1900156e-07
2.8709473e-06	1.1726872e-07
2.8904776e-06	1.1858241e-07
2.9100078e-06	1.1929075e-07
2.9295381e-06	1.1875371e-07
2.9490683e-06	1.2145418e-07
2.9685986e-06	1.2027695e-07
2.9881288e-06	1.1665632e-07
3.0076591e-06	1.1490227e-07
3.0271894e-06	1.1549585e-07
3.0467196e-06	1.1633975e-07
3.0662499e-06	1.1157032e-07
3.0857801e-06	1.0716557e-07
3.1053104e-06	1.0245317e-07
3.1248406e-06	9.7288894e-08
3.1443709e-06	8.0533135e-08
3.1639011e-06	7.0002519e-08
3.1834314e-06	6.6364304e-08
3.2029616e-06	6.6696578e-08
3.2224919e-06	5.7594018e-08
3.2420221e-06	4.828558e-08
3.2615524e-06	5.0270792e-08
3.2810827e-06	5.1689493e-08
3.3006129e-06	5.2775045e-08
3.3201432e-06	5.1014457e-08
3.3396734e-06	5.1137251e-08
3.3592037e-06	4.9250236e-08
3.3787339e-06	4.6128757e-08
3.3982642e-06	4.5826232e-08
3.4177944e-06	4.5374497e-08
3.4373247e-06	4.6024532e-08
3.4568549e-06	4.9467594e-08
3.4763852e-06	5.4649837e-08
3.4959154e-06	6.287952e-08
3.5154457e-06	7.5088637e-08
3.534976e-06	8.3776933e-08
3.5545062e-06	9.4398055e-08
3.5740365e-06	1.0713709e-07
3.5935667e-06	1.1109862e-07
3.613097e-06	1.1577616e-07
3.6326272e-06	1.2130882e-07
3.6521575e-06	1.2376349e-07
3.6716877e-06	1.2654568e-07
3.691218e-06	1.2865591e-07
3.7107482e-06	1.2928504e-07
3.7302785e-06	1.2971406e-07
3.7498087e-06	1.302262e-07
3.769339e-06	1.3074558e-07
3.7888693e-06	1.3195665e-07
3.8083995e-06	1.3128572e-07
3.8279298e-06	1.2873138e-07
3.84746e-06	1.2552933e-07
3.8669903e-06	1.2264443e-07
3.8865205e-06	1.1903546e-07
3.9060508e-06	1.1280988e-07
3.925581e-06	1.0653066e-07
3.9451113e-06	9.9353496e-08
3.9646415e-06	8.9600028e-08
3.9841718e-06	7.6665202e-08
4.003702e-06	6.6398893e-08
4.0232323e-06	6.0021018e-08
4.0427626e-06	5.1752242e-08
4.0622928e-06	4.654397e-08
4.0818231e-06	4.4187245e-08
4.1013533e-06	4.115755e-08
4.1208836e-06	3.7626532e-08
4.1404138e-06	3.4932378e-08
4.1599441e-06	3.4762337e-08
4.1794743e-06	3.5079403e-08
4.1990046e-06	3.4349624e-08
4.2185348e-06	3.2121822e-08
4.2380651e-06	4.1877801e-08
4.2575953e-06	4.7172744e-08
4.2771256e-06	4.9220695e-08
4.2966559e-06	5.2640803e-08
4.3161861e-06	5.8002209e-08
4.3357164e-06	6.5449342e-08
4.3552466e-06	7.576832e-08
4.3747769e-06	9.2321614e-08
4.3943071e-06	1.0489115e-07
4.4138374e-06	1.0374572e-07
4.4333676e-06	1.0531108e-07
4.4528979e-06	1.1325923e-07
4.4724281e-06	1.2015479e-07
4.4919584e-06	1.2261123e-07
